"utm10","especie"
"NG75","Microtus lusitanicus"
"ND89","Lutra lutra"
"NC06","Martes foina"
"NE86","Meles meles"
"NF26","Rattus norvegicus"
"PG82","Herpestes ichneumon"
"PE34","Lutra lutra"
"ND46","Mus spretus"
"NE84","Meles meles"
"PA09","Lutra lutra"
"PG91","Cervus elaphus"
"ND78","Martes foina"
"ND33","Sus scrofa"
"PF79","Martes foina"
"NG12","Sus scrofa"
"PF79","Capreolus capreolus"
"PE27","Galemys pyrenaicus"
"PC48","Felis silvestris"
"NC66","Dama dama"
"NG42","Canis lupus"
"PB20","Lepus granatensis"
"PD45","Microtus cabrerae"
"NB67","Meles meles"
"ND89","Oryctolagus cuniculus"
"PF44","Herpestes ichneumon"
"ND81","Lepus granatensis"
"QG04","Felis silvestris"
"PE19","Lepus granatensis"
"PE60","Meles meles"
"NC08","Sus scrofa"
"MD83","Oryctolagus cuniculus"
"PG55","Lutra lutra"
"PD30","Herpestes ichneumon"
"MC87","Talpa occidentalis"
"NC91","Lepus granatensis"
"NG62","Meles meles"
"QG01","Neomys anomalus"
"NC50","Herpestes ichneumon"
"NB40","Vulpes vulpes"
"QF07","Canis lupus"
"PE37","Genetta genetta"
"PG31","Capreolus capreolus"
"PB28","Lutra lutra"
"PD43","Meles meles"
"PF73","Martes foina"
"NE84","Cervus elaphus"
"PF82","Oryctolagus cuniculus"
"PD34","Genetta genetta"
"NG33","Mustela nivalis"
"PE07","Lutra lutra"
"PB21","Crocidura russula"
"PC59","Lepus granatensis"
"PE23","Mustela nivalis"
"PB33","Genetta genetta"
"PE60","Oryctolagus cuniculus"
"MD92","Oryctolagus cuniculus"
"NB71","Oryctolagus cuniculus"
"PF32","Capreolus capreolus"
"PG72","Oryctolagus cuniculus"
"NC80","Meles meles"
"PC50","Cervus elaphus"
"PE26","Capreolus capreolus"
"ND70","Martes foina"
"PG20","Galemys pyrenaicus"
"NF61","Lepus granatensis"
"NC23","Herpestes ichneumon"
"NB18","Herpestes ichneumon"
"MC86","Sus scrofa"
"PE03","Vulpes vulpes"
"NB71","Sus scrofa"
"PF58","Genetta genetta"
"NC34","Felis silvestris"
"PG41","Vulpes vulpes"
"NA99","Vulpes vulpes"
"PG20","Sciurus vulgaris"
"MD86","Talpa occidentalis"
"QG03","Herpestes ichneumon"
"PE46","Lutra lutra"
"NG64","Martes martes"
"PE48","Lepus granatensis"
"PC11","Lynx pardinus"
"PF43","Herpestes ichneumon"
"PB29","Lynx pardinus"
"PC57","Lutra lutra"
"PD43","Sus scrofa"
"NB58","Vulpes vulpes"
"ND65","Herpestes ichneumon"
"PE40","Cervus elaphus"
"PF97","Sciurus vulgaris"
"PF50","Canis lupus"
"PG62","Canis lupus"
"NB69","Microtus cabrerae"
"NC18","Genetta genetta"
"PF24","Lutra lutra"
"PE15","Martes foina"
"PE63","Genetta genetta"
"PD07","Cervus elaphus"
"NB77","Martes foina"
"NE63","Lutra lutra"
"ND25","Vulpes vulpes"
"PD33","Sus scrofa"
"PC16","Vulpes vulpes"
"PB27","Vulpes vulpes"
"PD36","Martes foina"
"PG23","Vulpes vulpes"
"PF56","Capreolus capreolus"
"PC35","Suncus etruscus"
"NF77","Vulpes vulpes"
"NB42","Lepus granatensis"
"PD14","Sus scrofa"
"PG11","Talpa occidentalis"
"QG03","Martes foina"
"PC00","Oryctolagus cuniculus"
"NF29","Oryctolagus cuniculus"
"NC22","Vulpes vulpes"
"NB65","Vulpes vulpes"
"ND87","Crocidura russula"
"ND97","Lepus granatensis"
"PE55","Lynx pardinus"
"PD41","Herpestes ichneumon"
"MC85","Sus scrofa"
"NF27","Herpestes ichneumon"
"PB04","Suncus etruscus"
"PB35","Vulpes vulpes"
"PE43","Genetta genetta"
"PE05","Eliomys quercinus"
"PC17","Genetta genetta"
"PD07","Oryctolagus cuniculus"
"ND19","Talpa occidentalis"
"PG60","Martes foina"
"PF62","Martes martes"
"NF32","Vulpes vulpes"
"NE79","Meles meles"
"PF86","Genetta genetta"
"NF97","Eliomys quercinus"
"NE17","Vulpes vulpes"
"NC69","Lutra lutra"
"NB78","Genetta genetta"
"PE32","Talpa occidentalis"
"PD20","Capreolus capreolus"
"PE52","Lepus granatensis"
"PF59","Sus scrofa"
"ND90","Vulpes vulpes"
"ND36","Vulpes vulpes"
"PF98","Lutra lutra"
"MC85","Vulpes vulpes"
"PF22","Martes foina"
"PF87","Vulpes vulpes"
"NB15","Lutra lutra"
"PF10","Oryctolagus cuniculus"
"PG00","Canis lupus"
"PC11","Felis silvestris"
"NF66","Lutra lutra"
"PB22","Lepus granatensis"
"NE22","Vulpes vulpes"
"PD29","Vulpes vulpes"
"NF71","Martes foina"
"PE10","Vulpes vulpes"
"ND80","Cervus elaphus"
"PD49","Lutra lutra"
"QG03","Vulpes vulpes"
"NE73","Herpestes ichneumon"
"PD15","Lepus granatensis"
"PG41","Capreolus capreolus"
"NC56","Vulpes vulpes"
"PF08","Lutra lutra"
"PF77","Vulpes vulpes"
"NF59","Vulpes vulpes"
"PD63","Mustela nivalis"
"NC72","Dama dama"
"NE20","Meles meles"
"NC86","Sus scrofa"
"MC79","Mustela nivalis"
"ND75","Sus scrofa"
"PD37","Crocidura russula"
"PD62","Sus scrofa"
"PE89","Vulpes vulpes"
"ND72","Lutra lutra"
"QG02","Galemys pyrenaicus"
"PE77","Canis lupus"
"NF76","Canis lupus"
"NB33","Oryctolagus cuniculus"
"PG91","Galemys pyrenaicus"
"PD45","Mustela nivalis"
"PG43","Canis lupus"
"ND69","Sus scrofa"
"NF85","Galemys pyrenaicus"
"PD27","Microtus cabrerae"
"PD08","Oryctolagus cuniculus"
"PD04","Cervus elaphus"
"NE42","Meles meles"
"NB16","Lepus granatensis"
"NG65","Talpa occidentalis"
"NA89","Oryctolagus cuniculus"
"PC29","Capreolus capreolus"
"PB07","Sus scrofa"
"NE49","Herpestes ichneumon"
"PF55","Oryctolagus cuniculus"
"PC28","Microtus duodecimcostatus"
"ND03","Genetta genetta"
"MC98","Vulpes vulpes"
"PB24","Herpestes ichneumon"
"PF89","Lepus granatensis"
"PF87","Herpestes ichneumon"
"ND40","Oryctolagus cuniculus"
"PF13","Microtus lusitanicus"
"NA89","Lepus granatensis"
"NB81","Lepus granatensis"
"PE15","Vulpes vulpes"
"ND92","Mus musculus"
"PB37","Oryctolagus cuniculus"
"PF97","Genetta genetta"
"NE96","Meles meles"
"NF76","Herpestes ichneumon"
"PG63","Canis lupus"
"QG20","Genetta genetta"
"NE78","Martes foina"
"PD61","Genetta genetta"
"PF43","Martes foina"
"NF98","Oryctolagus cuniculus"
"NG94","Martes martes"
"PF64","Meles meles"
"PC10","Lutra lutra"
"PF62","Felis silvestris"
"PB08","Lynx pardinus"
"NB68","Martes foina"
"PF78","Canis lupus"
"PF70","Canis lupus"
"PG33","Canis lupus"
"ND22","Talpa occidentalis"
"NC10","Sus scrofa"
"NC14","Meles meles"
"PD52","Herpestes ichneumon"
"NF99","Sus scrofa"
"PB39","Sus scrofa"
"PD36","Meles meles"
"PF16","Sus scrofa"
"PF15","Oryctolagus cuniculus"
"NC59","Sus scrofa"
"NE94","Martes foina"
"MC68","Oryctolagus cuniculus"
"PE70","Cervus elaphus"
"QF28","Lutra lutra"
"NB76","Crocidura russula"
"ND36","Lepus granatensis"
"Faial","Rattus rattus"
"SantaMaria","Rattus rattus"
"PF25","Capreolus capreolus"
"NE26","Lutra lutra"
"PF66","Vulpes vulpes"
"PG81","Sus scrofa"
"PG33","Sciurus vulgaris"
"PC51","Cervus elaphus"
"PB27","Dama dama"
"PG41","Sciurus vulgaris"
"NA09","Lepus granatensis"
"NB29","Meles meles"
"PB08","Dama dama"
"NB19","Mustela putorius"
"PC42","Meles meles"
"ND86","Herpestes ichneumon"
"NF44","Sus scrofa"
"PE00","Cervus elaphus"
"PC02","Cervus elaphus"
"NG44","Herpestes ichneumon"
"ND60","Herpestes ichneumon"
"NF32","Capreolus capreolus"
"PD09","Crocidura russula"
"PE14","Herpestes ichneumon"
"PD79","Sus scrofa"
"NB39","Sus scrofa"
"PC26","Genetta genetta"
"PB19","Cervus elaphus"
"NC99","Cervus elaphus"
"PG93","Galemys pyrenaicus"
"PB13","Cervus elaphus"
"NB10","Vulpes vulpes"
"NB77","Sus scrofa"
"PE08","Vulpes vulpes"
"NG66","Meles meles"
"PF06","Lepus granatensis"
"PD12","Mustela putorius"
"PF67","Lutra lutra"
"MC79","Martes foina"
"NG42","Mus musculus"
"NE68","Talpa occidentalis"
"PE44","Herpestes ichneumon"
"PD26","Meles meles"
"PE27","Martes martes"
"NE85","Martes foina"
"NB12","Mustela nivalis"
"QG03","Genetta genetta"
"ND66","Oryctolagus cuniculus"
"NC70","Herpestes ichneumon"
"PE73","Vulpes vulpes"
"NE16","Sciurus vulgaris"
"NF49","Genetta genetta"
"NF26","Oryctolagus cuniculus"
"ND81","Mus musculus"
"PD12","Dama dama"
"PG62","Sus scrofa"
"PC38","Meles meles"
"NF54","Genetta genetta"
"MC79","Herpestes ichneumon"
"NG70","Lutra lutra"
"NG73","Cervus elaphus"
"NE39","Lutra lutra"
"QG03","Oryctolagus cuniculus"
"NB46","Herpestes ichneumon"
"NF58","Vulpes vulpes"
"NE93","Lutra lutra"
"NG66","Felis silvestris"
"NB10","Lynx pardinus"
"PC13","Meles meles"
"NG23","Sus scrofa"
"NE86","Lutra lutra"
"MD75","Vulpes vulpes"
"PE56","Genetta genetta"
"PF41","Genetta genetta"
"NC71","Sus scrofa"
"NC50","Genetta genetta"
"ND06","Talpa occidentalis"
"NF31","Genetta genetta"
"MC95","Sus scrofa"
"NG94","Oryctolagus cuniculus"
"NG82","Martes martes"
"PE63","Lutra lutra"
"MC79","Talpa occidentalis"
"NA99","Meles meles"
"NB94","Mustela putorius"
"ND82","Sus scrofa"
"NB37","Oryctolagus cuniculus"
"NB74","Lutra lutra"
"PE02","Herpestes ichneumon"
"PG11","Galemys pyrenaicus"
"NF40","Lepus granatensis"
"PF99","Vulpes vulpes"
"ND93","Meles meles"
"PE49","Oryctolagus cuniculus"
"ND90","Herpestes ichneumon"
"NB86","Lutra lutra"
"PE71","Meles meles"
"NG71","Eliomys quercinus"
"PC61","Sus scrofa"
"PC21","Lutra lutra"
"NE82","Herpestes ichneumon"
"PE36","Lutra lutra"
"NB14","Vulpes vulpes"
"NB67","Herpestes ichneumon"
"NG41","Lutra lutra"
"MD62","Lepus granatensis"
"PF99","Lepus granatensis"
"PC25","Crocidura russula"
"PD27","Microtus lusitanicus"
"PE24","Genetta genetta"
"PC55","Vulpes vulpes"
"MD99","Oryctolagus cuniculus"
"PF26","Galemys pyrenaicus"
"NG33","Arvicola sapidus"
"NE18","Sus scrofa"
"NG35","Lutra lutra"
"PE18","Meles meles"
"ND94","Herpestes ichneumon"
"PE55","Lutra lutra"
"PE88","Vulpes vulpes"
"PE30","Lutra lutra"
"NF55","Galemys pyrenaicus"
"NC11","Apodemus sylvaticus"
"NC08","Oryctolagus cuniculus"
"MD70","Talpa occidentalis"
"PF82","Capreolus capreolus"
"PF55","Sciurus vulgaris"
"NC35","Oryctolagus cuniculus"
"PF77","Lepus granatensis"
"NG31","Martes martes"
"PF24","Oryctolagus cuniculus"
"PC36","Arvicola sapidus"
"PE19","Herpestes ichneumon"
"PC14","Crocidura russula"
"NE97","Herpestes ichneumon"
"PC21","Mustela nivalis"
"QG10","Canis lupus"
"PE21","Vulpes vulpes"
"PG40","Oryctolagus cuniculus"
"NC79","Sus scrofa"
"NE88","Genetta genetta"
"NB60","Vulpes vulpes"
"NF89","Vulpes vulpes"
"NC96","Sus scrofa"
"NE59","Lepus granatensis"
"NC74","Meles meles"
"NG40","Vulpes vulpes"
"NE86","Sus scrofa"
"PE82","Sus scrofa"
"NF40","Vulpes vulpes"
"ND67","Vulpes vulpes"
"PE31","Sus scrofa"
"MD94","Eliomys quercinus"
"PD39","Lutra lutra"
"PE43","Lutra lutra"
"PF48","Meles meles"
"MD86","Herpestes ichneumon"
"NB23","Crocidura russula"
"ND66","Talpa occidentalis"
"NF69","Oryctolagus cuniculus"
"PF38","Meles meles"
"PE25","Herpestes ichneumon"
"PB29","Herpestes ichneumon"
"PF69","Sus scrofa"
"NF95","Martes martes"
"MD86","Meles meles"
"MD71","Rattus rattus"
"NF56","Vulpes vulpes"
"NF27","Sus scrofa"
"PG92","Lepus granatensis"
"PG11","Canis lupus"
"NC63","Talpa occidentalis"
"NE99","Galemys pyrenaicus"
"NG23","Galemys pyrenaicus"
"NC68","Dama dama"
"ND76","Herpestes ichneumon"
"ND43","Meles meles"
"NB25","Sus scrofa"
"NF34","Martes martes"
"NB11","Lutra lutra"
"ND02","Genetta genetta"
"PE49","Sus scrofa"
"NB30","Herpestes ichneumon"
"ND54","Herpestes ichneumon"
"NB17","Lutra lutra"
"NG42","Galemys pyrenaicus"
"ND93","Lepus granatensis"
"MC85","Mus musculus"
"NF56","Arvicola sapidus"
"PE08","Sciurus vulgaris"
"PE59","Capreolus capreolus"
"NC89","Dama dama"
"PC43","Genetta genetta"
"PC39","Martes foina"
"NB76","Meles meles"
"NB70","Sus scrofa"
"PD45","Martes foina"
"NG40","Oryctolagus cuniculus"
"PE87","Canis lupus"
"NF57","Oryctolagus cuniculus"
"PD40","Mustela nivalis"
"PE76","Cervus elaphus"
"PF38","Martes foina"
"PE10","Lepus granatensis"
"MC96","Lutra lutra"
"NB28","Herpestes ichneumon"
"NE39","Herpestes ichneumon"
"NE33","Vulpes vulpes"
"PF38","Sus scrofa"
"ND84","Sus scrofa"
"PE48","Martes foina"
"PE43","Martes foina"
"PG31","Sus scrofa"
"NB88","Herpestes ichneumon"
"PC21","Herpestes ichneumon"
"PE16","Eliomys quercinus"
"PE07","Genetta genetta"
"PF05","Herpestes ichneumon"
"PE59","Crocidura russula"
"NC59","Mustela putorius"
"PF78","Lepus granatensis"
"PE39","Vulpes vulpes"
"PE36","Sus scrofa"
"NE42","Genetta genetta"
"QF28","Meles meles"
"NB97","Martes foina"
"NF81","Martes martes"
"PE14","Sciurus vulgaris"
"NG31","Capreolus capreolus"
"PE63","Sus scrofa"
"PG83","Lepus granatensis"
"ND81","Oryctolagus cuniculus"
"PB10","Mustela nivalis"
"NC84","Sus scrofa"
"NE77","Herpestes ichneumon"
"ND04","Vulpes vulpes"
"NC64","Cervus elaphus"
"PD42","Meles meles"
"NB84","Martes foina"
"QG30","Cervus elaphus"
"PE89","Oryctolagus cuniculus"
"PD35","Mus musculus"
"PF77","Arvicola sapidus"
"ND24","Martes foina"
"NE59","Vulpes vulpes"
"NB38","Herpestes ichneumon"
"PF76","Crocidura russula"
"PF07","Capreolus capreolus"
"PD10","Sus scrofa"
"PB32","Meles meles"
"ND01","Lutra lutra"
"PE70","Lutra lutra"
"PF40","Vulpes vulpes"
"PF08","Meles meles"
"PC69","Oryctolagus cuniculus"
"NF75","Sus scrofa"
"NC91","Sus scrofa"
"NE36","Talpa occidentalis"
"PG22","Sus scrofa"
"NG90","Oryctolagus cuniculus"
"ND28","Crocidura russula"
"PE06","Sus scrofa"
"PF47","Galemys pyrenaicus"
"NG66","Galemys pyrenaicus"
"NC00","Herpestes ichneumon"
"PG83","Canis lupus"
"PF63","Lutra lutra"
"ND21","Sus scrofa"
"PB08","Eliomys quercinus"
"PF35","Herpestes ichneumon"
"ND00","Lutra lutra"
"PE22","Capreolus capreolus"
"NF91","Martes foina"
"NE51","Sciurus vulgaris"
"PE09","Lepus granatensis"
"PE63","Oryctolagus cuniculus"
"PF73","Lutra lutra"
"MD86","Sus scrofa"
"PF03","Capreolus capreolus"
"NC14","Herpestes ichneumon"
"NC83","Sus scrofa"
"PG20","Lepus granatensis"
"NF37","Mustela nivalis"
"PG55","Sciurus vulgaris"
"NB87","Lutra lutra"
"NG32","Genetta genetta"
"PG52","Oryctolagus cuniculus"
"PD18","Mus musculus"
"NE95","Herpestes ichneumon"
"PF75","Vulpes vulpes"
"PE79","Canis lupus"
"PD32","Sus scrofa"
"NE91","Crocidura russula"
"PF57","Mustela nivalis"
"PB29","Meles meles"
"NF96","Eliomys quercinus"
"MD75","Talpa occidentalis"
"ND70","Genetta genetta"
"NF26","Herpestes ichneumon"
"NF20","Oryctolagus cuniculus"
"PE18","Genetta genetta"
"ND81","Suncus etruscus"
"NE77","Genetta genetta"
"NF89","Lutra lutra"
"PE07","Meles meles"
"NE84","Vulpes vulpes"
"ND39","Vulpes vulpes"
"ND53","Vulpes vulpes"
"NF79","Mustela nivalis"
"PF55","Martes foina"
"NE02","Vulpes vulpes"
"PE07","Martes foina"
"MD71","Eliomys quercinus"
"PE33","Genetta genetta"
"PB11","Oryctolagus cuniculus"
"NB12","Herpestes ichneumon"
"ND42","Herpestes ichneumon"
"NB20","Herpestes ichneumon"
"MD74","Sus scrofa"
"PD60","Sus scrofa"
"NF19","Vulpes vulpes"
"PE50","Capreolus capreolus"
"NG70","Oryctolagus cuniculus"
"NA09","Mustela nivalis"
"PD69","Lepus granatensis"
"NE43","Meles meles"
"NB52","Vulpes vulpes"
"NG62","Lutra lutra"
"PF69","Vulpes vulpes"
"QF08","Mustela putorius"
"ND07","Cervus elaphus"
"PE55","Vulpes vulpes"
"PF48","Mustela nivalis"
"PD12","Sus scrofa"
"PE34","Sus scrofa"
"ND10","Cervus elaphus"
"NG55","Talpa occidentalis"
"PD26","Oryctolagus cuniculus"
"MD76","Sus scrofa"
"PD10","Vulpes vulpes"
"MD86","Microtus lusitanicus"
"PF79","Canis lupus"
"NF89","Canis lupus"
"PF44","Capreolus capreolus"
"NF89","Talpa occidentalis"
"ND09","Herpestes ichneumon"
"PF51","Lutra lutra"
"NC29","Meles meles"
"QG02","Herpestes ichneumon"
"NB75","Herpestes ichneumon"
"PD37","Herpestes ichneumon"
"PF34","Meles meles"
"PC16","Meles meles"
"ND20","Lepus granatensis"
"NE38","Oryctolagus cuniculus"
"ND70","Dama dama"
"PE31","Oryctolagus cuniculus"
"ND61","Mus musculus"
"NE61","Lepus granatensis"
"NE56","Meles meles"
"NC96","Mustela nivalis"
"PG21","Capreolus capreolus"
"PF11","Canis lupus"
"PD02","Sus scrofa"
"NE90","Sus scrofa"
"PD18","Dama dama"
"PB34","Lutra lutra"
"PC09","Crocidura russula"
"PF03","Lepus granatensis"
"ND72","Herpestes ichneumon"
"PD25","Sus scrofa"
"MC85","Meles meles"
"PE27","Herpestes ichneumon"
"PG00","Mustela putorius"
"QG31","Canis lupus"
"PG54","Lepus granatensis"
"PG60","Lutra lutra"
"NC66","Mustela putorius"
"PF06","Canis lupus"
"NG12","Lutra lutra"
"NF73","Lutra lutra"
"PE70","Lepus granatensis"
"PC48","Microtus duodecimcostatus"
"NB13","Sus scrofa"
"PG22","Vulpes vulpes"
"PF72","Genetta genetta"
"ND31","Herpestes ichneumon"
"PC01","Crocidura russula"
"ND19","Meles meles"
"NE76","Herpestes ichneumon"
"NE70","Martes foina"
"NF68","Vulpes vulpes"
"NF41","Oryctolagus cuniculus"
"NE04","Vulpes vulpes"
"NF81","Galemys pyrenaicus"
"NB45","Microtus duodecimcostatus"
"NC16","Oryctolagus cuniculus"
"PG64","Herpestes ichneumon"
"MD97","Oryctolagus cuniculus"
"NG70","Canis lupus"
"PF40","Capreolus capreolus"
"PF86","Lutra lutra"
"NE35","Sciurus vulgaris"
"NF57","Crocidura russula"
"NF35","Lutra lutra"
"PD49","Herpestes ichneumon"
"NG31","Vulpes vulpes"
"NF89","Crocidura russula"
"ND69","Oryctolagus cuniculus"
"QG01","Capreolus capreolus"
"NB14","Sus scrofa"
"NB57","Vulpes vulpes"
"ND46","Talpa occidentalis"
"ND38","Oryctolagus cuniculus"
"PF74","Microtus lusitanicus"
"NE67","Lepus granatensis"
"NE39","Sus scrofa"
"MC86","Lepus granatensis"
"NC93","Herpestes ichneumon"
"PE20","Meles meles"
"PC12","Sus scrofa"
"NB58","Sus scrofa"
"NG60","Talpa occidentalis"
"PG20","Lutra lutra"
"PC27","Herpestes ichneumon"
"PE41","Sus scrofa"
"PD49","Vulpes vulpes"
"NC93","Genetta genetta"
"MC86","Mustela putorius"
"PC15","Genetta genetta"
"NG30","Meles meles"
"PF58","Oryctolagus cuniculus"
"PD44","Mustela nivalis"
"NF24","Oryctolagus cuniculus"
"PD14","Microtus duodecimcostatus"
"PF57","Sciurus vulgaris"
"NG83","Canis lupus"
"NG22","Lepus granatensis"
"PE55","Felis silvestris"
"PD21","Genetta genetta"
"PF31","Galemys pyrenaicus"
"QF29","Mustela putorius"
"NC92","Herpestes ichneumon"
"PB32","Martes foina"
"PF98","Canis lupus"
"MD80","Sus scrofa"
"NF48","Talpa occidentalis"
"PA19","Lepus granatensis"
"MD94","Herpestes ichneumon"
"ND12","Herpestes ichneumon"
"QF29","Herpestes ichneumon"
"MD87","Oryctolagus cuniculus"
"PE01","Sus scrofa"
"PD02","Herpestes ichneumon"
"NE85","Genetta genetta"
"PG92","Lutra lutra"
"NB51","Meles meles"
"PF56","Canis lupus"
"NC56","Lepus granatensis"
"PG01","Canis lupus"
"PF43","Lutra lutra"
"PF26","Vulpes vulpes"
"NG91","Crocidura russula"
"NE48","Genetta genetta"
"NB26","Talpa occidentalis"
"PE05","Herpestes ichneumon"
"PD34","Felis silvestris"
"NB90","Herpestes ichneumon"
"NG40","Mustela nivalis"
"PG80","Oryctolagus cuniculus"
"NG91","Galemys pyrenaicus"
"PE60","Herpestes ichneumon"
"NE95","Sciurus vulgaris"
"ND81","Sciurus vulgaris"
"NF74","Lutra lutra"
"NG31","Galemys pyrenaicus"
"NB19","Meles meles"
"PC05","Sus scrofa"
"NC15","Meles meles"
"NE86","Capreolus capreolus"
"NC27","Microtus cabrerae"
"PC31","Cervus elaphus"
"NF52","Genetta genetta"
"PE18","Sciurus vulgaris"
"PE29","Sciurus vulgaris"
"PB29","Genetta genetta"
"PC15","Suncus etruscus"
"PE29","Meles meles"
"PB37","Vulpes vulpes"
"ND74","Meles meles"
"PG40","Lutra lutra"
"ND40","Martes foina"
"MC88","Talpa occidentalis"
"PC39","Crocidura russula"
"NF89","Galemys pyrenaicus"
"PC32","Genetta genetta"
"NB85","Eliomys quercinus"
"ND04","Meles meles"
"PC26","Cervus elaphus"
"PB00","Mustela nivalis"
"NF79","Eliomys quercinus"
"PE04","Martes foina"
"NA99","Genetta genetta"
"NF69","Lutra lutra"
"PD16","Meles meles"
"PG50","Cervus elaphus"
"PF38","Martes martes"
"MD81","Vulpes vulpes"
"PC09","Mustela putorius"
"NE24","Sus scrofa"
"NB29","Crocidura russula"
"PE07","Vulpes vulpes"
"NC17","Mus musculus"
"PC40","Cervus elaphus"
"PF45","Martes martes"
"PE26","Vulpes vulpes"
"NG63","Sus scrofa"
"QG04","Herpestes ichneumon"
"NE46","Mustela putorius"
"ND83","Lutra lutra"
"NE94","Martes martes"
"PD19","Herpestes ichneumon"
"NF31","Lutra lutra"
"PF79","Herpestes ichneumon"
"PD63","Sus scrofa"
"PC37","Sus scrofa"
"PB38","Sus scrofa"
"PE63","Herpestes ichneumon"
"NC68","Capreolus capreolus"
"NF69","Martes martes"
"PC59","Cervus elaphus"
"NB71","Crocidura russula"
"NC39","Talpa occidentalis"
"NG43","Capreolus capreolus"
"PF78","Herpestes ichneumon"
"PG03","Lepus granatensis"
"NE33","Sus scrofa"
"PG11","Sciurus vulgaris"
"ND91","Genetta genetta"
"PC22","Meles meles"
"PG51","Canis lupus"
"ND83","Cervus elaphus"
"PE55","Capreolus capreolus"
"PF87","Canis lupus"
"PC36","Sus scrofa"
"NE94","Sciurus vulgaris"
"ND84","Herpestes ichneumon"
"PC13","Crocidura russula"
"NF67","Galemys pyrenaicus"
"NE96","Vulpes vulpes"
"NF85","Vulpes vulpes"
"PE56","Canis lupus"
"PC73","Lutra lutra"
"ND00","Mustela nivalis"
"MC89","Microtus arvalis"
"PF97","Microtus agrestis"
"QG02","Sus scrofa"
"PF89","Galemys pyrenaicus"
"ND75","Cervus elaphus"
"PD04","Martes foina"
"NG52","Lepus granatensis"
"NF54","Lepus granatensis"
"PB13","Lynx pardinus"
"NE99","Genetta genetta"
"MD74","Suncus etruscus"
"PC12","Martes foina"
"NB50","Microtus duodecimcostatus"
"NB17","Herpestes ichneumon"
"PC31","Mustela putorius"
"NF22","Herpestes ichneumon"
"PE63","Dama dama"
"NE84","Martes foina"
"PD46","Talpa occidentalis"
"NG10","Sus scrofa"
"PG21","Genetta genetta"
"PF53","Meles meles"
"ND36","Lynx pardinus"
"PC38","Genetta genetta"
"PB38","Herpestes ichneumon"
"NF81","Martes foina"
"PD41","Vulpes vulpes"
"NE49","Lutra lutra"
"PG11","Lutra lutra"
"PD29","Herpestes ichneumon"
"NE53","Oryctolagus cuniculus"
"ND57","Sus scrofa"
"PD04","Vulpes vulpes"
"PG83","Sus scrofa"
"NF94","Martes foina"
"PF74","Arvicola sapidus"
"ND12","Sus scrofa"
"PF80","Lutra lutra"
"MD93","Sciurus vulgaris"
"NF41","Lutra lutra"
"PE18","Vulpes vulpes"
"PB00","Genetta genetta"
"PE40","Lutra lutra"
"PB32","Mustela nivalis"
"NE03","Herpestes ichneumon"
"NB90","Genetta genetta"
"NB72","Lutra lutra"
"PB19","Herpestes ichneumon"
"NC93","Mustela putorius"
"PC28","Genetta genetta"
"PE07","Galemys pyrenaicus"
"NB10","Sus scrofa"
"PG92","Genetta genetta"
"ND52","Lepus granatensis"
"NF96","Canis lupus"
"NB67","Genetta genetta"
"NB82","Cervus elaphus"
"PD04","Oryctolagus cuniculus"
"NE16","Lutra lutra"
"PG40","Vulpes vulpes"
"NB11","Martes foina"
"PC37","Genetta genetta"
"NF99","Lepus granatensis"
"PC33","Crocidura russula"
"PG12","Sus scrofa"
"NE54","Mustela nivalis"
"PD12","Meles meles"
"PD24","Lynx pardinus"
"PG81","Oryctolagus cuniculus"
"PD54","Genetta genetta"
"NG91","Microtus agrestis"
"NC66","Crocidura russula"
"NB66","Eliomys quercinus"
"PB20","Martes foina"
"NG51","Canis lupus"
"PD62","Vulpes vulpes"
"PE18","Lepus granatensis"
"NF99","Meles meles"
"PC49","Suncus etruscus"
"PG40","Canis lupus"
"NC55","Oryctolagus cuniculus"
"NE73","Vulpes vulpes"
"PD62","Suncus etruscus"
"PE07","Capreolus capreolus"
"PC23","Meles meles"
"ND91","Capreolus capreolus"
"NE48","Sus scrofa"
"MD81","Sus scrofa"
"PF60","Canis lupus"
"NC53","Martes foina"
"PF25","Oryctolagus cuniculus"
"PC21","Meles meles"
"NE54","Meles meles"
"NB86","Martes foina"
"NB57","Herpestes ichneumon"
"PF04","Oryctolagus cuniculus"
"ND50","Oryctolagus cuniculus"
"PB00","Vulpes vulpes"
"PF38","Lutra lutra"
"NC35","Dama dama"
"PE25","Meles meles"
"NF24","Rattus rattus"
"NG21","Oryctolagus cuniculus"
"PC06","Sus scrofa"
"ND43","Sus scrofa"
"NF36","Vulpes vulpes"
"ND32","Lutra lutra"
"NG31","Genetta genetta"
"PD38","Cervus elaphus"
"PB03","Martes foina"
"NE70","Cervus elaphus"
"PC18","Lutra lutra"
"NB66","Rattus rattus"
"MC85","Mustela nivalis"
"PG93","Lynx pardinus"
"NE52","Meles meles"
"NE21","Herpestes ichneumon"
"NE33","Oryctolagus cuniculus"
"PD63","Crocidura russula"
"PC13","Cervus elaphus"
"NE27","Sus scrofa"
"PF37","Mustela putorius"
"PC60","Vulpes vulpes"
"NF68","Oryctolagus cuniculus"
"NF28","Herpestes ichneumon"
"PF36","Canis lupus"
"PD13","Vulpes vulpes"
"MC59","Herpestes ichneumon"
"ND32","Herpestes ichneumon"
"PF66","Canis lupus"
"PB12","Erinaceus europaeus"
"NB13","Crocidura russula"
"NG20","Sciurus vulgaris"
"PF39","Canis lupus"
